연번,업체명,이메일 주소,대표자(익명),벤처확인유형,지역,간략주소,업종분류(기보),업종명(11차),주생산품,벤처유효시작일,벤처유효종료일,벤처확인기관,신규/재확인
2816,주식회사 더자라다,,박**,벤처투자유형,서울,서울특별시 강남구,제조업,화장품 제조업,zarazoom 모발앰플,20250819,20280818,벤처기업확인기관,신규
2817,베이직스킨랩 주식회사,,김**,벤처투자유형,서울,서울 성동구,제조업,화장품 제조업,"화장품 제조업,화장품,화장품 수출업,화장품,전자상거래 소매업,전자상거래 소매 중개업",20250819,20280818,벤처기업확인기관,신규
2818,주식회사 펩트리,,안**,벤처투자유형,부산,부산광역시 부산진구,연구개발서비스,"물리, 화학 및 생물학 연구개발업","단백질,펩타이드",20250819,20280818,벤처기업확인기관,신규
2819,"스테이스마일 주식회사(Stay Smile Co., Ltd.)",,이**,혁신성장유형,서울,서울특별시 중구,제조업,여자용 겉옷 제조업,여성의류,20250814,20280813,벤처기업확인기관,신규
2820,주식회사 인세스,,변**,혁신성장유형,경기,경기도 안산시,연구개발서비스,기타 공학 연구개발업,인공지능로봇 ,20250814,20280813,벤처기업확인기관,신규
2821,주식회사 딥하우스,,오**,혁신성장유형,서울,서울특별시 중구,제조업,남자용 겉옷 제조업,의류,20250814,20280813,벤처기업확인기관,신규
2822,주식회사  뷰티엑스랩,,한**,혁신성장유형,경기,경기도 고양시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,"키링, 화장품",20250814,20280813,벤처기업확인기관,신규
2823,스카이코스,,김**,혁신성장유형,경기,경기도 화성시,제조업,화장품 제조업,화장품,20250814,20280813,벤처기업확인기관,신규
2824,주식회사 제이제이케미칼,,이**,혁신성장유형,인천,인천광역시 서구,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,비닐,20250814,20280813,벤처기업확인기관,신규
2825,제이엔텍,,윤**,혁신성장유형,부산,부산광역시 사하구,제조업,유압기기 제조업,유압부품,20250814,20280813,벤처기업확인기관,신규
2826,"주식회사 해피시스(Happysys Co.,Ltd)",,백**,혁신성장유형,강원,강원특별자치도 원주시,제조업,그 외 기타 전기장비 제조업,정밀 영상 기반 피부진단기,20250814,20280813,벤처기업확인기관,신규
2827,(주) 이제이워터스,,박**,혁신성장유형,부산,부산광역시 강서구,연구개발서비스,기타 공학 연구개발업,"하수처리장치 및 구성품, 약품투입기, 펌프, 약품탱크, 공학연구개발",20250814,20280813,벤처기업확인기관,신규
2828,주식회사 에이포랩,,박**,연구개발유형,경북,경상북도 구미시,제조업,그 외 기타 의료용품 및 의약 관련제품 제조업,수술용 내비게이션,20250813,20280812,벤처기업확인기관,신규
2829,주식회사해빙농업회사법인,,이**,혁신성장유형,전북,전북특별자치도 전주시,"농,어,임,광업",기타 시설작물 재배업,곡물도정,20250813,20280812,벤처기업확인기관,신규
2830,팩컴코리아 주식회사,,김**,혁신성장유형,경기,경기 성남시,제조업,경 인쇄업,각종 인쇄물 및 출판물,20250813,20280812,벤처기업확인기관,신규
2831,라젠카에이아이 주식회사,,이**,연구개발유형,부산,부산광역시 남구,정보처리S/W,응용 소프트웨어 개발 및 공급업,"핀테크 서비스, 핀테크 플랫폼, 신용평가모델, 심사평가모델",20250813,20280812,벤처기업확인기관,신규
2832,(주)한국안전기술,,김**,혁신성장유형,서울,서울특별시 구로구,제조업,철도차량 부품 및 관련 장치물 제조업,지하철 승강장 안전발판,20250813,20280812,벤처기업확인기관,신규
2833,태평양정기(주),,김**,혁신성장유형,경남,경남 김해시,제조업,기어 및 동력전달장치 제조업,"기계부품(기어,스핀들) 제조,금속열처리/부동산 임대",20250813,20280812,벤처기업확인기관,신규
2834,주식회사 제이더블유,,양**,혁신성장유형,경기,경기도 부천시,제조업,배전반 및 전기 자동제어반 제조업,자동제어장치,20250813,20280812,벤처기업확인기관,신규
2835,주식회사 에스제이바이오그린,,심**,혁신성장유형,경기,경기도 평택시,제조업,그 외 기타 플라스틱 제품 제조업,생분해성수지 전용 압출기 기계장치.설비 제조판매(수출포함) 및 농업용 생분해성 멀칭필름 제조.판매(수출포함),20250813,20280812,벤처기업확인기관,신규
2836,유위컴 주식회사,,이**,혁신성장유형,경기,경기도 용인시,제조업,기타 무선 통신장비 제조업,음향 및 통신장비 제조업,20250813,20280812,벤처기업확인기관,신규
2837,주식회사 위대한축산,,김**,혁신성장유형,부산,부산광역시 강서구,제조업,육류 포장육 및 냉동육 가공업 (가금류 제외),"삼겹살, 혼합양념뒷고기",20250813,20280812,벤처기업확인기관,신규
2838,이브톡주식회사,,박**,혁신성장유형,경기,경기도 의왕시,제조업,기타 건축용 플라스틱 조립제품 제조업,3D 프린터 이용 케이스 제조업,20250813,20280812,벤처기업확인기관,신규
2839,어벤투스모빌리티 주식회사,,김**,연구개발유형,서울,서울특별시 송파구,정보처리S/W,응용 소프트웨어 개발 및 공급업,"응용소프트웨어(요금징수 및 관제 플랫폼, 자율주행관제, 버스관리시스템 등)",20250813,20280812,벤처기업확인기관,신규
2840,주식회사 한민에코텍,,김**,혁신성장유형,충남,충청남도 예산군,제조업,"기타 비철금속 제련, 정련 및 합금 제조업",잉곳,20250813,20280812,벤처기업확인기관,신규
2841,한국벡스팜제약 주식회사,,윤**,혁신성장유형,서울,서울특별시 성동구,제조업,그 외 기타 의료용품 및 의약 관련제품 제조업,"수술용 배액주머니 등 의료기기, 포탈락시럽 등 일반의약품, 건강기능식품 등",20250813,20280812,벤처기업확인기관,신규
2842,주식회사 성보지업,,심**,혁신성장유형,경기,경기도 용인시,제조업,인쇄용 및 필기용 원지 제조업,"종이 제조 및 판매 , 친환경 종이개발",20250813,20280812,벤처기업확인기관,신규
2843,주식회사 오라테크,,신**,혁신성장유형,충남,충청남도 당진시,제조업,배전반 및 전기 자동제어반 제조업,계장제어장치,20250813,20280812,벤처기업확인기관,신규
2844,"주식회사 하이라움(HiRAUM Co., Ltd)",,최**,혁신성장유형,서울,서울특별시 금천구,제조업,전시 및 광고용 조명장치 제조업,조명기구,20250813,20280812,벤처기업확인기관,신규
2845,성일금속,,김**,혁신성장유형,경기,경기도 포천시,제조업,구조용 금속 판제품 및 공작물 제조업,"구조용 금속판(V컷팅, 레이저가공)",20250813,20280812,벤처기업확인기관,신규
2846,주식회사 디에이치산업,,권**,혁신성장유형,경북,경상북도 구미시,제조업,직물포대 제조업,피 피포대,20250813,20280812,벤처기업확인기관,신규
2847,(주) 티비존,,이**,혁신성장유형,경기,경기도 부천시,제조업,컴퓨터 모니터 제조업,사이니지키오스크/안내전광판/영상정보디스플레이장치,20250813,20280812,벤처기업확인기관,신규
2848,주식회사 씨에스지,,최**,혁신성장유형,부산,부산광역시 기장군,제조업,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",세라믹 판넬,20250813,20280812,벤처기업확인기관,신규
2849,예비창업자 강지훈,,강**,예비벤처유형,전남,전라남도 여수시,제조업,그 외 기타 의료용 기기 제조업,,20250813,20280812,벤처기업확인기관,신규
2850,오르트(OORT),,김**,혁신성장유형,경기,경기도 동두천시,제조업,기타 비알코올 음료 제조업,"당류가공품, 혼합제제",20250813,20280812,벤처기업확인기관,신규
2851,주식회사 가디언테크(GuardianTech Inc.),,김**,혁신성장유형,서울,서울특별시 서초구,정보처리S/W,포털 및 기타 인터넷 정보매개 서비스업,소프트웨어 개발 및 공급업,20250813,20280812,벤처기업확인기관,신규
2852,창원화스너 주식회사,,김**,연구개발유형,경남,경상남도 함안군,제조업,볼트 및 너트류 제조업,"볼트, 너트",20250813,20280812,벤처기업확인기관,신규
2853,주식회사 오투브리스,,마**,혁신성장유형,인천,인천광역시 서구,제조업,그 외 기타 의료용 기기 제조업,산호호흡기외 제조,20250813,20280812,벤처기업확인기관,신규
2854,주식회사이노버에이치,,김**,혁신성장유형,대구,대구광역시 수성구,제조업,화장품 제조업,화장품,20250813,20280812,벤처기업확인기관,신규
2855,(주)신카,,배**,혁신성장유형,부산,부산 기장군,정보처리S/W,시스템 소프트웨어 개발 및 공급업,"시스템 소프트웨어 개발 및 공급업,중고 자동차 판매업,자동차 신품 판매업,상품 종합 도매업",20250813,20280812,벤처기업확인기관,신규
2856,주식회사 휘테크,,최**,혁신성장유형,경남,경상남도 창원시,연구개발서비스,기타 공학 연구개발업,기타,20250813,20280812,벤처기업확인기관,신규
2857,주식회사 아이제일시스템,,최**,혁신성장유형,경기,경기도 남양주시,제조업,"체조, 육상 및 체력단련용 장비 제조업","체육시설물, 운동용매트, 안전쿠션 외 ",20250813,20280812,벤처기업확인기관,신규
2858,예비창업자 석영웅,,석**,예비벤처유형,광주,광주광역시 북구,연구개발서비스,자연과학 및 공학 융합 연구개발업,,20250813,20280812,벤처기업확인기관,신규
2859,주식회사 대주,,최**,혁신성장유형,충북,충청북도 청주시,제조업,구조용 금속 판제품 및 공작물 제조업,"낙석방지망, 울타리",20250813,20280812,벤처기업확인기관,신규
2860,예비창업자 박한규,,박**,예비벤처유형,경기,경기도 수원시,제조업,전기식 진단 및 요법 기기 제조업,,20250813,20280812,벤처기업확인기관,신규
2861,주식회사 제너시스에프앤티,,윤**,혁신성장유형,서울,서울특별시 송파구,제조업,액체 여과기 제조업,그리스트랩정화장치,20250813,20280812,벤처기업확인기관,신규
2862,주식회사 에스에이치투,,이**,혁신성장유형,경기,경기도 평택시,제조업,기타 전기 변환장치 제조업,LED 조명용 비상전원공급장치,20250813,20280812,벤처기업확인기관,신규
2863,(주)브레인힐,,정**,혁신성장유형,부산,부산광역시 해운대구,정보처리S/W,컴퓨터 프로그래밍 서비스업,실버강사 매칭 플랫폼,20250813,20280812,벤처기업확인기관,신규
2864,멀티스케일인스트루먼트 주식회사,,제**,벤처투자유형,서울,서울특별시 금천구,연구개발서비스,"물리, 화학 및 생물학 연구개발업","전문, 과학 및 기술서비스업 ",20250813,20280812,벤처기업확인기관,신규
2865,주식회사 티랩스,,이**,벤처투자유형,경기,경기도 남양주시,정보처리S/W,데이터베이스 및 온라인정보 제공업,데이터베이스 온라인 정보 제공업,20250813,20280812,벤처기업확인기관,신규
2866,드바로티,,이**,혁신성장유형,강원,강원특별자치도 강릉시,제조업,차류 가공업,꽃차(드립티),20250813,20280812,벤처기업확인기관,신규
2867,블루하베스트코리아 주식회사,,이**,벤처투자유형,서울,서울특별시 금천구,정보처리S/W,기타 정보기술 및 컴퓨터운영 관련 서비스업,AI 양식 운영체제 솔루션,20250813,20280812,벤처기업확인기관,신규
2868,주식회사 어보브테크,,"최**,정**",벤처투자유형,서울,서울특별시 영등포구,정보처리S/W,컴퓨터 프로그래밍 서비스업,"젠디(https://wevemet.io) - AI 사주타로 플랫폼 , 이프(https://if.place) - AI 콘텐츠 플랫폼",20250813,20280812,벤처기업확인기관,신규
2869,한영플랜트(주),,윤**,벤처투자유형,전남,전라남도 순천시,제조업,기어 및 동력전달장치 제조업,"SHAFT ,WHEEL, RING",20250813,20280812,벤처기업확인기관,신규
2870,주식회사 뮤직터빈,,정**,벤처투자유형,서울,서울특별시 강남구,정보처리S/W,모바일 게임 소프트웨어 개발 및 공급업,게임 음원 등의 지적재산권,20250813,20280812,벤처기업확인기관,신규
2871,주식회사 와이디컴퍼니그룹,,양**,벤처투자유형,경기,경기도 용인시,제조업,기타 가정용 전기기기 제조업,"탈수기,선풍기,전기히터,가습기",20250813,20280812,벤처기업확인기관,신규
